areaCode,areaName,areaType,date,cumVaccinationCompleteCoverageByVaccinationDatePercentage,,,,,,,
E12000001,North East,region,10/10/21,74.1,,,,,,,
E12000001,North East,region,10/9/21,74,,,,,,,
E12000001,North East,region,10/8/21,74,,,,,,,
E12000001,North East,region,10/7/21,73.9,,,,,,,
E12000001,North East,region,10/6/21,73.9,,,,,,,
E12000001,North East,region,10/5/21,73.8,,,,,,,
E12000001,North East,region,10/4/21,73.8,,,,,,,
E12000001,North East,region,10/3/21,73.8,,,,,,,
E12000001,North East,region,10/2/21,73.7,,,,,,,
E12000001,North East,region,10/1/21,73.7,,,,,,,
E12000001,North East,region,9/30/21,73.6,,,,,,,
E12000001,North East,region,9/29/21,73.5,,,,,,,
E12000001,North East,region,9/28/21,73.5,,,,,,,
E12000001,North East,region,9/27/21,73.4,,,,,,,
E12000001,North East,region,9/26/21,73.4,,,,,,,
E12000001,North East,region,9/25/21,73.3,,,,,,,
E12000001,North East,region,9/24/21,73.3,,,,,,,
E12000001,North East,region,9/23/21,73.2,,,,,,,
E12000001,North East,region,9/22/21,73.1,,,,,,,
E12000001,North East,region,9/21/21,73,,,,,,,
E12000001,North East,region,9/20/21,73,,,,,,,
E12000001,North East,region,9/19/21,72.9,,,,,,,
E12000001,North East,region,9/18/21,72.8,,,,,,,
E12000001,North East,region,9/17/21,72.7,,,,,,,
E12000001,North East,region,9/16/21,72.5,,,,,,,
E12000001,North East,region,9/15/21,72.4,,,,,,,
E12000001,North East,region,9/14/21,72.3,,,,,,,
E12000001,North East,region,9/13/21,72.2,,,,,,,
E12000001,North East,region,9/12/21,72.1,,,,,,,
E12000001,North East,region,9/11/21,72,,,,,,,
E12000001,North East,region,9/10/21,71.8,,,,,,,
E12000001,North East,region,9/9/21,71.6,,,,,,,
E12000001,North East,region,9/8/21,71.4,,,,,,,
E12000001,North East,region,9/7/21,71.3,,,,,,,
E12000001,North East,region,9/6/21,71.1,,,,,,,
E12000001,North East,region,9/5/21,71,,,,,,,
E12000001,North East,region,9/4/21,70.9,,,,,,,
E12000001,North East,region,9/3/21,70.7,,,,,,,
E12000001,North East,region,9/2/21,70.5,,,,,,,
E12000001,North East,region,9/1/21,70.2,,,,,,,
E12000001,North East,region,8/31/21,70,,,,,,,
E12000001,North East,region,8/30/21,69.8,,,,,,,
E12000001,North East,region,8/29/21,69.7,,,,,,,
E12000001,North East,region,8/28/21,69.6,,,,,,,
E12000001,North East,region,8/27/21,69.4,,,,,,,
E12000001,North East,region,8/26/21,69.2,,,,,,,
E12000001,North East,region,8/25/21,68.9,,,,,,,
E12000001,North East,region,8/24/21,68.7,,,,,,,
E12000001,North East,region,8/23/21,68.5,,,,,,,
E12000001,North East,region,8/22/21,68.3,,,,,,,
E12000001,North East,region,8/21/21,68.1,,,,,,,
E12000001,North East,region,8/20/21,67.8,,,,,,,
E12000001,North East,region,8/19/21,67.5,,,,,,,
E12000001,North East,region,8/18/21,67.3,,,,,,,
E12000001,North East,region,8/17/21,67,,,,,,,
E12000001,North East,region,8/16/21,66.8,,,,,,,
E12000001,North East,region,8/15/21,66.6,,,,,,,
E12000001,North East,region,8/14/21,66.4,,,,,,,
E12000001,North East,region,8/13/21,66.1,,,,,,,
E12000001,North East,region,8/12/21,65.8,,,,,,,
E12000001,North East,region,8/11/21,65.5,,,,,,,
E12000001,North East,region,8/10/21,65.3,,,,,,,
E12000001,North East,region,8/9/21,65.1,,,,,,,
E12000001,North East,region,8/8/21,65,,,,,,,
E12000001,North East,region,8/7/21,64.7,,,,,,,
E12000001,North East,region,8/6/21,64.4,,,,,,,
E12000001,North East,region,8/5/21,64.2,,,,,,,
E12000001,North East,region,8/4/21,63.9,,,,,,,
E12000001,North East,region,8/3/21,63.6,,,,,,,
E12000001,North East,region,8/2/21,63.5,,,,,,,
E12000001,North East,region,8/1/21,63.3,,,,,,,
E12000001,North East,region,7/31/21,63.2,,,,,,,
E12000001,North East,region,7/30/21,62.9,,,,,,,
E12000001,North East,region,7/29/21,62.6,,,,,,,
E12000001,North East,region,7/28/21,62.4,,,,,,,
E12000001,North East,region,7/27/21,62.1,,,,,,,
E12000001,North East,region,7/26/21,61.9,,,,,,,
E12000001,North East,region,7/25/21,61.8,,,,,,,
E12000001,North East,region,7/24/21,61.6,,,,,,,
E12000001,North East,region,7/23/21,61.3,,,,,,,
E12000001,North East,region,7/22/21,61.1,,,,,,,
E12000001,North East,region,7/21/21,60.8,,,,,,,
E12000001,North East,region,7/20/21,60.6,,,,,,,
E12000001,North East,region,7/19/21,60.4,,,,,,,
E12000001,North East,region,7/18/21,60.3,,,,,,,
E12000001,North East,region,7/17/21,60.1,,,,,,,
E12000001,North East,region,7/16/21,59.8,,,,,,,
E12000001,North East,region,7/15/21,59.5,,,,,,,
E12000001,North East,region,7/14/21,59.2,,,,,,,
E12000001,North East,region,7/13/21,59,,,,,,,
E12000001,North East,region,7/12/21,58.8,,,,,,,
E12000001,North East,region,7/11/21,58.7,,,,,,,
E12000001,North East,region,7/10/21,58.5,,,,,,,
E12000001,North East,region,7/9/21,58.1,,,,,,,
E12000001,North East,region,7/8/21,57.8,,,,,,,
E12000001,North East,region,7/7/21,57.6,,,,,,,
E12000001,North East,region,7/6/21,57.3,,,,,,,
E12000001,North East,region,7/5/21,57.2,,,,,,,
E12000001,North East,region,7/4/21,57,,,,,,,
E12000001,North East,region,7/3/21,56.8,,,,,,,
E12000001,North East,region,7/2/21,56.6,,,,,,,
E12000001,North East,region,7/1/21,56.3,,,,,,,
E12000001,North East,region,6/30/21,56,,,,,,,
E12000001,North East,region,6/29/21,55.8,,,,,,,
E12000001,North East,region,6/28/21,55.6,,,,,,,
E12000001,North East,region,6/27/21,55.4,,,,,,,
E12000001,North East,region,6/26/21,55.2,,,,,,,
E12000001,North East,region,6/25/21,54.9,,,,,,,
E12000001,North East,region,6/24/21,54.5,,,,,,,
E12000001,North East,region,6/23/21,54.3,,,,,,,
E12000001,North East,region,6/22/21,54,,,,,,,
E12000001,North East,region,6/21/21,53.7,,,,,,,
E12000001,North East,region,6/20/21,53.5,,,,,,,
E12000001,North East,region,6/19/21,53.3,,,,,,,
E12000001,North East,region,6/18/21,52.9,,,,,,,
E12000001,North East,region,6/17/21,52.5,,,,,,,
E12000001,North East,region,6/16/21,52.1,,,,,,,
E12000001,North East,region,6/15/21,51.8,,,,,,,
E12000001,North East,region,6/14/21,51.5,,,,,,,
E12000001,North East,region,6/13/21,51.2,,,,,,,
E12000001,North East,region,6/12/21,50.7,,,,,,,
E12000001,North East,region,6/11/21,50.2,,,,,,,
E12000001,North East,region,6/10/21,49.7,,,,,,,
E12000001,North East,region,6/9/21,49.1,,,,,,,
E12000001,North East,region,6/8/21,48.6,,,,,,,
E12000001,North East,region,6/7/21,48.1,,,,,,,
E12000001,North East,region,6/6/21,47.7,,,,,,,
E12000001,North East,region,6/5/21,47.2,,,,,,,
E12000001,North East,region,6/4/21,46.1,,,,,,,
E12000001,North East,region,6/3/21,45.4,,,,,,,
E12000001,North East,region,6/2/21,44.8,,,,,,,
E12000001,North East,region,6/1/21,44.3,,,,,,,
E12000001,North East,region,5/31/21,43.8,,,,,,,
E12000001,North East,region,5/30/21,43.6,,,,,,,
E12000001,North East,region,5/29/21,43,,,,,,,
E12000001,North East,region,5/28/21,42.1,,,,,,,
E12000001,North East,region,5/27/21,41.2,,,,,,,
E12000001,North East,region,5/26/21,40.6,,,,,,,
E12000001,North East,region,5/25/21,39.9,,,,,,,
E12000001,North East,region,5/24/21,39.2,,,,,,,
E12000001,North East,region,5/23/21,38.9,,,,,,,
E12000001,North East,region,5/22/21,38.3,,,,,,,
E12000001,North East,region,5/21/21,37.2,,,,,,,
E12000001,North East,region,5/20/21,36.4,,,,,,,
E12000001,North East,region,5/19/21,35.7,,,,,,,
E12000001,North East,region,5/18/21,35.1,,,,,,,
E12000001,North East,region,5/17/21,34.6,,,,,,,
E12000001,North East,region,5/16/21,34.3,,,,,,,
E12000001,North East,region,5/15/21,34.2,,,,,,,
E12000001,North East,region,5/14/21,33.6,,,,,,,
E12000001,North East,region,5/13/21,33.1,,,,,,,
E12000001,North East,region,5/12/21,32.3,,,,,,,
E12000001,North East,region,5/11/21,31.3,,,,,,,
E12000001,North East,region,5/10/21,30.8,,,,,,,
E12000001,North East,region,5/9/21,30.5,,,,,,,
E12000001,North East,region,5/8/21,30.1,,,,,,,
E12000001,North East,region,5/7/21,29.2,,,,,,,
E12000001,North East,region,5/6/21,28.3,,,,,,,
E12000001,North East,region,5/5/21,27.3,,,,,,,
E12000001,North East,region,5/4/21,26.5,,,,,,,
E12000001,North East,region,5/3/21,26.2,,,,,,,
E12000001,North East,region,5/2/21,26.1,,,,,,,
E12000001,North East,region,5/1/21,25.8,,,,,,,
E12000001,North East,region,4/30/21,25.1,,,,,,,
E12000001,North East,region,4/29/21,24.5,,,,,,,
E12000001,North East,region,4/28/21,23.7,,,,,,,
E12000001,North East,region,4/27/21,22.9,,,,,,,
E12000001,North East,region,4/26/21,22.3,,,,,,,
E12000001,North East,region,4/25/21,22,,,,,,,
E12000001,North East,region,4/24/21,21.5,,,,,,,
E12000001,North East,region,4/23/21,20.5,,,,,,,
E12000001,North East,region,4/22/21,19.8,,,,,,,
E12000001,North East,region,4/21/21,19.1,,,,,,,
E12000001,North East,region,4/20/21,18.4,,,,,,,
E12000001,North East,region,4/19/21,17.9,,,,,,,
E12000001,North East,region,4/18/21,17.6,,,,,,,
E12000001,North East,region,4/17/21,17.3,,,,,,,
E12000001,North East,region,4/16/21,16.6,,,,,,,
E12000001,North East,region,4/15/21,15.8,,,,,,,
E12000001,North East,region,4/14/21,15.2,,,,,,,
E12000001,North East,region,4/13/21,14.6,,,,,,,
E12000001,North East,region,4/12/21,14.3,,,,,,,
E12000001,North East,region,4/11/21,13.9,,,,,,,
E12000001,North East,region,4/10/21,13.6,,,,,,,
E12000001,North East,region,4/9/21,12.6,,,,,,,
E12000001,North East,region,4/8/21,11.8,,,,,,,
E12000001,North East,region,4/7/21,11.1,,,,,,,
E12000001,North East,region,4/6/21,10.5,,,,,,,
E12000001,North East,region,4/5/21,10.3,,,,,,,
E12000001,North East,region,4/4/21,10.2,,,,,,,
E12000001,North East,region,4/3/21,10.1,,,,,,,
E12000001,North East,region,4/2/21,9.8,,,,,,,
E12000001,North East,region,4/1/21,9.4,,,,,,,
E12000001,North East,region,3/31/21,8.5,,,,,,,
E12000001,North East,region,3/30/21,7.8,,,,,,,
E12000001,North East,region,3/29/21,7.3,,,,,,,
E12000001,North East,region,3/28/21,6.9,,,,,,,
E12000001,North East,region,3/27/21,6.6,,,,,,,
E12000001,North East,region,3/26/21,6,,,,,,,
E12000001,North East,region,3/25/21,5.6,,,,,,,
E12000001,North East,region,3/24/21,5.1,,,,,,,
E12000001,North East,region,3/23/21,4.7,,,,,,,
E12000001,North East,region,3/22/21,4.4,,,,,,,
E12000001,North East,region,3/21/21,4.2,,,,,,,
E12000001,North East,region,3/20/21,4.1,,,,,,,
E12000001,North East,region,3/19/21,3.8,,,,,,,
E12000001,North East,region,3/18/21,3.5,,,,,,,
E12000001,North East,region,3/17/21,3.1,,,,,,,
E12000001,North East,region,3/16/21,2.8,,,,,,,
E12000001,North East,region,3/15/21,2.6,,,,,,,
E12000001,North East,region,3/14/21,2.5,,,,,,,
E12000001,North East,region,3/13/21,2.5,,,,,,,
E12000001,North East,region,3/12/21,2.4,,,,,,,
E12000001,North East,region,3/11/21,2.2,,,,,,,
E12000001,North East,region,3/10/21,2.1,,,,,,,
E12000001,North East,region,3/9/21,1.8,,,,,,,
E12000001,North East,region,3/8/21,1.7,,,,,,,
E12000001,North East,region,3/7/21,1.6,,,,,,,
E12000001,North East,region,3/6/21,1.6,,,,,,,
E12000001,North East,region,3/5/21,1.6,,,,,,,
E12000001,North East,region,3/4/21,1.5,,,,,,,
E12000001,North East,region,3/3/21,1.5,,,,,,,
E12000001,North East,region,3/2/21,1.4,,,,,,,
E12000001,North East,region,3/1/21,1.3,,,,,,,
E12000001,North East,region,2/28/21,1.3,,,,,,,
E12000001,North East,region,2/27/21,1.2,,,,,,,
E12000001,North East,region,2/26/21,1.1,,,,,,,
E12000001,North East,region,2/25/21,1.1,,,,,,,
E12000001,North East,region,2/24/21,1.1,,,,,,,
E12000001,North East,region,2/23/21,1.1,,,,,,,
E12000001,North East,region,2/22/21,1.1,,,,,,,
E12000001,North East,region,2/21/21,1.1,,,,,,,
E12000001,North East,region,2/20/21,1.1,,,,,,,
E12000001,North East,region,2/19/21,1.1,,,,,,,
E12000001,North East,region,2/18/21,1.1,,,,,,,
E12000001,North East,region,2/17/21,1.1,,,,,,,
E12000001,North East,region,2/16/21,1.1,,,,,,,
E12000001,North East,region,2/15/21,1.1,,,,,,,
E12000001,North East,region,2/14/21,1.1,,,,,,,
E12000001,North East,region,2/13/21,1.1,,,,,,,
E12000001,North East,region,2/12/21,1.1,,,,,,,
E12000001,North East,region,2/11/21,1.1,,,,,,,
E12000001,North East,region,2/10/21,1.1,,,,,,,
E12000001,North East,region,2/9/21,1,,,,,,,
E12000001,North East,region,2/8/21,1,,,,,,,
E12000001,North East,region,2/7/21,1,,,,,,,
E12000001,North East,region,2/6/21,1,,,,,,,
E12000001,North East,region,2/5/21,1,,,,,,,
E12000001,North East,region,2/4/21,1,,,,,,,
E12000001,North East,region,2/3/21,1,,,,,,,
E12000001,North East,region,2/2/21,1,,,,,,,
E12000001,North East,region,2/1/21,1,,,,,,,
E12000001,North East,region,1/31/21,1,,,,,,,
E12000001,North East,region,1/30/21,1,,,,,,,
E12000001,North East,region,1/29/21,1,,,,,,,
E12000001,North East,region,1/28/21,1,,,,,,,
E12000001,North East,region,1/27/21,1,,,,,,,
E12000001,North East,region,1/26/21,1,,,,,,,
E12000001,North East,region,1/25/21,1,,,,,,,
E12000001,North East,region,1/24/21,1,,,,,,,
E12000001,North East,region,1/23/21,1,,,,,,,
E12000001,North East,region,1/22/21,1,,,,,,,
E12000001,North East,region,1/21/21,1,,,,,,,
E12000001,North East,region,1/20/21,1,,,,,,,
E12000001,North East,region,1/19/21,1,,,,,,,
E12000001,North East,region,1/18/21,1,,,,,,,
E12000001,North East,region,1/17/21,1,,,,,,,
E12000001,North East,region,1/16/21,1,,,,,,,
E12000001,North East,region,1/15/21,1,,,,,,,
E12000001,North East,region,1/14/21,1,,,,,,,
E12000001,North East,region,1/13/21,1,,,,,,,
E12000001,North East,region,1/12/21,1,,,,,,,
E12000001,North East,region,1/11/21,1,,,,,,,
E12000001,North East,region,1/10/21,1,,,,,,,
E12000001,North East,region,1/9/21,0.8,,,,,,,
E12000001,North East,region,1/8/21,0.6,,,,,,,
E12000001,North East,region,1/7/21,0.5,,,,,,,
E12000001,North East,region,1/6/21,0.3,,,,,,,
E12000001,North East,region,1/5/21,0.2,,,,,,,
E12000001,North East,region,1/4/21,0.1,,,,,,,
E12000001,North East,region,1/3/21,0.1,,,,,,,
E12000002,North West,region,10/10/21,70.1,,,,,,,
E12000002,North West,region,10/9/21,70.1,,,,,,,
E12000002,North West,region,10/8/21,70.1,,,,,,,
E12000002,North West,region,10/7/21,70,,,,,,,
E12000002,North West,region,10/6/21,70,,,,,,,
E12000002,North West,region,10/5/21,69.9,,,,,,,
E12000002,North West,region,10/4/21,69.9,,,,,,,
E12000002,North West,region,10/3/21,69.8,,,,,,,
E12000002,North West,region,10/2/21,69.8,,,,,,,
E12000002,North West,region,10/1/21,69.8,,,,,,,
E12000002,North West,region,9/30/21,69.7,,,,,,,
E12000002,North West,region,9/29/21,69.7,,,,,,,
E12000002,North West,region,9/28/21,69.6,,,,,,,
E12000002,North West,region,9/27/21,69.5,,,,,,,
E12000002,North West,region,9/26/21,69.5,,,,,,,
E12000002,North West,region,9/25/21,69.5,,,,,,,
E12000002,North West,region,9/24/21,69.4,,,,,,,
E12000002,North West,region,9/23/21,69.3,,,,,,,
E12000002,North West,region,9/22/21,69.3,,,,,,,
E12000002,North West,region,9/21/21,69.2,,,,,,,
E12000002,North West,region,9/20/21,69.1,,,,,,,
E12000002,North West,region,9/19/21,69.1,,,,,,,
E12000002,North West,region,9/18/21,69,,,,,,,
E12000002,North West,region,9/17/21,68.9,,,,,,,
E12000002,North West,region,9/16/21,68.8,,,,,,,
E12000002,North West,region,9/15/21,68.7,,,,,,,
E12000002,North West,region,9/14/21,68.6,,,,,,,
E12000002,North West,region,9/13/21,68.6,,,,,,,
E12000002,North West,region,9/12/21,68.5,,,,,,,
E12000002,North West,region,9/11/21,68.4,,,,,,,
E12000002,North West,region,9/10/21,68.3,,,,,,,
E12000002,North West,region,9/9/21,68.1,,,,,,,
E12000002,North West,region,9/8/21,68,,,,,,,
E12000002,North West,region,9/7/21,67.9,,,,,,,
E12000002,North West,region,9/6/21,67.8,,,,,,,
E12000002,North West,region,9/5/21,67.6,,,,,,,
E12000002,North West,region,9/4/21,67.6,,,,,,,
E12000002,North West,region,9/3/21,67.4,,,,,,,
E12000002,North West,region,9/2/21,67.2,,,,,,,
E12000002,North West,region,9/1/21,67.1,,,,,,,
E12000002,North West,region,8/31/21,67,,,,,,,
E12000002,North West,region,8/30/21,66.8,,,,,,,
E12000002,North West,region,8/29/21,66.7,,,,,,,
E12000002,North West,region,8/28/21,66.7,,,,,,,
E12000002,North West,region,8/27/21,66.5,,,,,,,
E12000002,North West,region,8/26/21,66.3,,,,,,,
E12000002,North West,region,8/25/21,66.1,,,,,,,
E12000002,North West,region,8/24/21,65.9,,,,,,,
E12000002,North West,region,8/23/21,65.7,,,,,,,
E12000002,North West,region,8/22/21,65.6,,,,,,,
E12000002,North West,region,8/21/21,65.4,,,,,,,
E12000002,North West,region,8/20/21,65.2,,,,,,,
E12000002,North West,region,8/19/21,64.9,,,,,,,
E12000002,North West,region,8/18/21,64.6,,,,,,,
E12000002,North West,region,8/17/21,64.4,,,,,,,
E12000002,North West,region,8/16/21,64.2,,,,,,,
E12000002,North West,region,8/15/21,64,,,,,,,
E12000002,North West,region,8/14/21,63.9,,,,,,,
E12000002,North West,region,8/13/21,63.6,,,,,,,
E12000002,North West,region,8/12/21,63.4,,,,,,,
E12000002,North West,region,8/11/21,63.1,,,,,,,
E12000002,North West,region,8/10/21,62.9,,,,,,,
E12000002,North West,region,8/9/21,62.7,,,,,,,
E12000002,North West,region,8/8/21,62.5,,,,,,,
E12000002,North West,region,8/7/21,62.4,,,,,,,
E12000002,North West,region,8/6/21,62.2,,,,,,,
E12000002,North West,region,8/5/21,61.9,,,,,,,
E12000002,North West,region,8/4/21,61.6,,,,,,,
E12000002,North West,region,8/3/21,61.4,,,,,,,
E12000002,North West,region,8/2/21,61.2,,,,,,,
E12000002,North West,region,8/1/21,61,,,,,,,
E12000002,North West,region,7/31/21,60.9,,,,,,,
E12000002,North West,region,7/30/21,60.5,,,,,,,
E12000002,North West,region,7/29/21,60.3,,,,,,,
E12000002,North West,region,7/28/21,60,,,,,,,
E12000002,North West,region,7/27/21,59.9,,,,,,,
E12000002,North West,region,7/26/21,59.6,,,,,,,
E12000002,North West,region,7/25/21,59.4,,,,,,,
E12000002,North West,region,7/24/21,59.3,,,,,,,
E12000002,North West,region,7/23/21,59,,,,,,,
E12000002,North West,region,7/22/21,58.8,,,,,,,
E12000002,North West,region,7/21/21,58.5,,,,,,,
E12000002,North West,region,7/20/21,58.3,,,,,,,
E12000002,North West,region,7/19/21,58,,,,,,,
E12000002,North West,region,7/18/21,57.8,,,,,,,
E12000002,North West,region,7/17/21,57.7,,,,,,,
E12000002,North West,region,7/16/21,57.3,,,,,,,
E12000002,North West,region,7/15/21,56.9,,,,,,,
E12000002,North West,region,7/14/21,56.7,,,,,,,
E12000002,North West,region,7/13/21,56.4,,,,,,,
E12000002,North West,region,7/12/21,56.1,,,,,,,
E12000002,North West,region,7/11/21,55.9,,,,,,,
E12000002,North West,region,7/10/21,55.8,,,,,,,
E12000002,North West,region,7/9/21,55.5,,,,,,,
E12000002,North West,region,7/8/21,55.2,,,,,,,
E12000002,North West,region,7/7/21,54.9,,,,,,,
E12000002,North West,region,7/6/21,54.7,,,,,,,
E12000002,North West,region,7/5/21,54.4,,,,,,,
E12000002,North West,region,7/4/21,54.2,,,,,,,
E12000002,North West,region,7/3/21,54.1,,,,,,,
E12000002,North West,region,7/2/21,53.8,,,,,,,
E12000002,North West,region,7/1/21,53.5,,,,,,,
E12000002,North West,region,6/30/21,53.2,,,,,,,
E12000002,North West,region,6/29/21,52.9,,,,,,,
E12000002,North West,region,6/28/21,52.7,,,,,,,
E12000002,North West,region,6/27/21,52.5,,,,,,,
E12000002,North West,region,6/26/21,52.4,,,,,,,
E12000002,North West,region,6/25/21,52.1,,,,,,,
E12000002,North West,region,6/24/21,51.8,,,,,,,
E12000002,North West,region,6/23/21,51.6,,,,,,,
E12000002,North West,region,6/22/21,51.3,,,,,,,
E12000002,North West,region,6/21/21,51,,,,,,,
E12000002,North West,region,6/20/21,50.8,,,,,,,
E12000002,North West,region,6/19/21,50.6,,,,,,,
E12000002,North West,region,6/18/21,50.2,,,,,,,
E12000002,North West,region,6/17/21,49.9,,,,,,,
E12000002,North West,region,6/16/21,49.5,,,,,,,
E12000002,North West,region,6/15/21,49.1,,,,,,,
E12000002,North West,region,6/14/21,48.7,,,,,,,
E12000002,North West,region,6/13/21,48.4,,,,,,,
E12000002,North West,region,6/12/21,48.1,,,,,,,
E12000002,North West,region,6/11/21,47.6,,,,,,,
E12000002,North West,region,6/10/21,47.2,,,,,,,
E12000002,North West,region,6/9/21,46.7,,,,,,,
E12000002,North West,region,6/8/21,46.3,,,,,,,
E12000002,North West,region,6/7/21,45.8,,,,,,,
E12000002,North West,region,6/6/21,45.4,,,,,,,
E12000002,North West,region,6/5/21,45,,,,,,,
E12000002,North West,region,6/4/21,44.4,,,,,,,
E12000002,North West,region,6/3/21,43.9,,,,,,,
E12000002,North West,region,6/2/21,43.5,,,,,,,
E12000002,North West,region,6/1/21,43,,,,,,,
E12000002,North West,region,5/31/21,42.5,,,,,,,
E12000002,North West,region,5/30/21,42.3,,,,,,,
E12000002,North West,region,5/29/21,42.1,,,,,,,
E12000002,North West,region,5/28/21,41.5,,,,,,,
E12000002,North West,region,5/27/21,40.9,,,,,,,
E12000002,North West,region,5/26/21,40.2,,,,,,,
E12000002,North West,region,5/25/21,39.5,,,,,,,
E12000002,North West,region,5/24/21,38.8,,,,,,,
E12000002,North West,region,5/23/21,38.3,,,,,,,
E12000002,North West,region,5/22/21,38,,,,,,,
E12000002,North West,region,5/21/21,37.2,,,,,,,
E12000002,North West,region,5/20/21,36.5,,,,,,,
E12000002,North West,region,5/19/21,35.7,,,,,,,
E12000002,North West,region,5/18/21,35.2,,,,,,,
E12000002,North West,region,5/17/21,34.7,,,,,,,
E12000002,North West,region,5/16/21,34.3,,,,,,,
E12000002,North West,region,5/15/21,34,,,,,,,
E12000002,North West,region,5/14/21,33.4,,,,,,,
E12000002,North West,region,5/13/21,32.7,,,,,,,
E12000002,North West,region,5/12/21,32,,,,,,,
E12000002,North West,region,5/11/21,31.2,,,,,,,
E12000002,North West,region,5/10/21,30.6,,,,,,,
E12000002,North West,region,5/9/21,30.2,,,,,,,
E12000002,North West,region,5/8/21,29.9,,,,,,,
E12000002,North West,region,5/7/21,29.2,,,,,,,
E12000002,North West,region,5/6/21,28.4,,,,,,,
E12000002,North West,region,5/5/21,27.5,,,,,,,
E12000002,North West,region,5/4/21,26.7,,,,,,,
E12000002,North West,region,5/3/21,26.3,,,,,,,
E12000002,North West,region,5/2/21,26.2,,,,,,,
E12000002,North West,region,5/1/21,26,,,,,,,
E12000002,North West,region,4/30/21,25.4,,,,,,,
E12000002,North West,region,4/29/21,24.8,,,,,,,
E12000002,North West,region,4/28/21,24.1,,,,,,,
E12000002,North West,region,4/27/21,23.3,,,,,,,
E12000002,North West,region,4/26/21,22.6,,,,,,,
E12000002,North West,region,4/25/21,22.2,,,,,,,
E12000002,North West,region,4/24/21,21.8,,,,,,,
E12000002,North West,region,4/23/21,20.9,,,,,,,
E12000002,North West,region,4/22/21,20.2,,,,,,,
E12000002,North West,region,4/21/21,19.5,,,,,,,
E12000002,North West,region,4/20/21,18.8,,,,,,,
E12000002,North West,region,4/19/21,18.2,,,,,,,
E12000002,North West,region,4/18/21,17.8,,,,,,,
E12000002,North West,region,4/17/21,17.4,,,,,,,
E12000002,North West,region,4/16/21,16.5,,,,,,,
E12000002,North West,region,4/15/21,15.5,,,,,,,
E12000002,North West,region,4/14/21,14.7,,,,,,,
E12000002,North West,region,4/13/21,14.2,,,,,,,
E12000002,North West,region,4/12/21,13.7,,,,,,,
E12000002,North West,region,4/11/21,13.3,,,,,,,
E12000002,North West,region,4/10/21,13.1,,,,,,,
E12000002,North West,region,4/9/21,12.2,,,,,,,
E12000002,North West,region,4/8/21,11.4,,,,,,,
E12000002,North West,region,4/7/21,10.4,,,,,,,
E12000002,North West,region,4/6/21,9.5,,,,,,,
E12000002,North West,region,4/5/21,9.2,,,,,,,
E12000002,North West,region,4/4/21,9.1,,,,,,,
E12000002,North West,region,4/3/21,9,,,,,,,
E12000002,North West,region,4/2/21,8.7,,,,,,,
E12000002,North West,region,4/1/21,8.2,,,,,,,
E12000002,North West,region,3/31/21,7.2,,,,,,,
E12000002,North West,region,3/30/21,6.5,,,,,,,
E12000002,North West,region,3/29/21,6.1,,,,,,,
E12000002,North West,region,3/28/21,5.8,,,,,,,
E12000002,North West,region,3/27/21,5.6,,,,,,,
E12000002,North West,region,3/26/21,5.1,,,,,,,
E12000002,North West,region,3/25/21,4.7,,,,,,,
E12000002,North West,region,3/24/21,4.1,,,,,,,
E12000002,North West,region,3/23/21,3.6,,,,,,,
E12000002,North West,region,3/22/21,3.3,,,,,,,
E12000002,North West,region,3/21/21,3.1,,,,,,,
E12000002,North West,region,3/20/21,3.1,,,,,,,
E12000002,North West,region,3/19/21,3,,,,,,,
E12000002,North West,region,3/18/21,2.7,,,,,,,
E12000002,North West,region,3/17/21,2.5,,,,,,,
E12000002,North West,region,3/16/21,2.3,,,,,,,
E12000002,North West,region,3/15/21,2.2,,,,,,,
E12000002,North West,region,3/14/21,2.1,,,,,,,
E12000002,North West,region,3/13/21,2.1,,,,,,,
E12000002,North West,region,3/12/21,2.1,,,,,,,
E12000002,North West,region,3/11/21,1.9,,,,,,,
E12000002,North West,region,3/10/21,1.8,,,,,,,
E12000002,North West,region,3/9/21,1.7,,,,,,,
E12000002,North West,region,3/8/21,1.6,,,,,,,
E12000002,North West,region,3/7/21,1.5,,,,,,,
E12000002,North West,region,3/6/21,1.5,,,,,,,
E12000002,North West,region,3/5/21,1.5,,,,,,,
E12000002,North West,region,3/4/21,1.4,,,,,,,
E12000002,North West,region,3/3/21,1.3,,,,,,,
E12000002,North West,region,3/2/21,1.3,,,,,,,
E12000002,North West,region,3/1/21,1.2,,,,,,,
E12000002,North West,region,2/28/21,1.2,,,,,,,
E12000002,North West,region,2/27/21,1.2,,,,,,,
E12000002,North West,region,2/26/21,1.2,,,,,,,
E12000002,North West,region,2/25/21,1.1,,,,,,,
E12000002,North West,region,2/24/21,1.1,,,,,,,
E12000002,North West,region,2/23/21,1.1,,,,,,,
E12000002,North West,region,2/22/21,1.1,,,,,,,
E12000002,North West,region,2/21/21,1.1,,,,,,,
E12000002,North West,region,2/20/21,1.1,,,,,,,
E12000002,North West,region,2/19/21,1.1,,,,,,,
E12000002,North West,region,2/18/21,1.1,,,,,,,
E12000002,North West,region,2/17/21,1.1,,,,,,,
E12000002,North West,region,2/16/21,1,,,,,,,
E12000002,North West,region,2/15/21,1,,,,,,,
E12000002,North West,region,2/14/21,1,,,,,,,
E12000002,North West,region,2/13/21,1,,,,,,,
