areaCode,areaName,areaType,date,cumVaccinationCompleteCoverageByVaccinationDatePercentage,,,,,,,
E12000008,South East,region,4/4/21,8.6,,,,,,,
E12000008,South East,region,4/3/21,8.6,,,,,,,
E12000008,South East,region,4/2/21,8.3,,,,,,,
E12000008,South East,region,4/1/21,7.9,,,,,,,
E12000008,South East,region,3/31/21,7.2,,,,,,,
E12000008,South East,region,3/30/21,6.6,,,,,,,
E12000008,South East,region,3/29/21,6.1,,,,,,,
E12000008,South East,region,3/28/21,5.8,,,,,,,
E12000008,South East,region,3/27/21,5.6,,,,,,,
E12000008,South East,region,3/26/21,5.2,,,,,,,
E12000008,South East,region,3/25/21,4.7,,,,,,,
E12000008,South East,region,3/24/21,4.2,,,,,,,
E12000008,South East,region,3/23/21,3.8,,,,,,,
E12000008,South East,region,3/22/21,3.5,,,,,,,
E12000008,South East,region,3/21/21,3.3,,,,,,,
E12000008,South East,region,3/20/21,3.2,,,,,,,
E12000008,South East,region,3/19/21,3.1,,,,,,,
E12000008,South East,region,3/18/21,2.9,,,,,,,
E12000008,South East,region,3/17/21,2.7,,,,,,,
E12000008,South East,region,3/16/21,2.5,,,,,,,
E12000008,South East,region,3/15/21,2.4,,,,,,,
E12000008,South East,region,3/14/21,2.4,,,,,,,
E12000008,South East,region,3/13/21,2.3,,,,,,,
E12000008,South East,region,3/12/21,2.2,,,,,,,
E12000008,South East,region,3/11/21,2.1,,,,,,,
E12000008,South East,region,3/10/21,1.9,,,,,,,
E12000008,South East,region,3/9/21,1.8,,,,,,,
E12000008,South East,region,3/8/21,1.7,,,,,,,
E12000008,South East,region,3/7/21,1.6,,,,,,,
E12000008,South East,region,3/6/21,1.6,,,,,,,
E12000008,South East,region,3/5/21,1.6,,,,,,,
E12000008,South East,region,3/4/21,1.5,,,,,,,
E12000008,South East,region,3/3/21,1.4,,,,,,,
E12000008,South East,region,3/2/21,1.3,,,,,,,
E12000008,South East,region,3/1/21,1.2,,,,,,,
E12000008,South East,region,2/28/21,1.2,,,,,,,
E12000008,South East,region,2/27/21,1.2,,,,,,,
E12000008,South East,region,2/26/21,1.2,,,,,,,
E12000008,South East,region,2/25/21,1.2,,,,,,,
E12000008,South East,region,2/24/21,1.1,,,,,,,
E12000008,South East,region,2/23/21,1.1,,,,,,,
E12000008,South East,region,2/22/21,1.1,,,,,,,
E12000008,South East,region,2/21/21,1.1,,,,,,,
E12000008,South East,region,2/20/21,1.1,,,,,,,
E12000008,South East,region,2/19/21,1.1,,,,,,,
E12000008,South East,region,2/18/21,1,,,,,,,
E12000008,South East,region,2/17/21,1,,,,,,,
E12000008,South East,region,2/16/21,1,,,,,,,
E12000008,South East,region,2/15/21,1,,,,,,,
E12000008,South East,region,2/14/21,1,,,,,,,
E12000008,South East,region,2/13/21,1,,,,,,,
E12000008,South East,region,2/12/21,1,,,,,,,
E12000008,South East,region,2/11/21,1,,,,,,,
E12000008,South East,region,2/10/21,1,,,,,,,
E12000008,South East,region,2/9/21,1,,,,,,,
E12000008,South East,region,2/8/21,1,,,,,,,
E12000008,South East,region,2/7/21,1,,,,,,,
E12000008,South East,region,2/6/21,1,,,,,,,
E12000008,South East,region,2/5/21,1,,,,,,,
E12000008,South East,region,2/4/21,1,,,,,,,
E12000008,South East,region,2/3/21,0.9,,,,,,,
E12000008,South East,region,2/2/21,0.9,,,,,,,
E12000008,South East,region,2/1/21,0.9,,,,,,,
E12000008,South East,region,1/31/21,0.9,,,,,,,
E12000008,South East,region,1/30/21,0.9,,,,,,,
E12000008,South East,region,1/29/21,0.9,,,,,,,
E12000008,South East,region,1/28/21,0.9,,,,,,,
E12000008,South East,region,1/27/21,0.9,,,,,,,
E12000008,South East,region,1/26/21,0.9,,,,,,,
E12000008,South East,region,1/25/21,0.9,,,,,,,
E12000008,South East,region,1/24/21,0.9,,,,,,,
E12000008,South East,region,1/23/21,0.9,,,,,,,
E12000008,South East,region,1/22/21,0.9,,,,,,,
E12000008,South East,region,1/21/21,0.9,,,,,,,
E12000008,South East,region,1/20/21,0.9,,,,,,,
E12000008,South East,region,1/19/21,0.9,,,,,,,
E12000008,South East,region,1/18/21,0.9,,,,,,,
E12000008,South East,region,1/17/21,0.9,,,,,,,
E12000008,South East,region,1/16/21,0.9,,,,,,,
E12000008,South East,region,1/15/21,0.9,,,,,,,
E12000008,South East,region,1/14/21,0.9,,,,,,,
E12000008,South East,region,1/13/21,0.9,,,,,,,
E12000008,South East,region,1/12/21,0.9,,,,,,,
E12000008,South East,region,1/11/21,0.8,,,,,,,
E12000008,South East,region,1/10/21,0.8,,,,,,,
E12000008,South East,region,1/9/21,0.7,,,,,,,
E12000008,South East,region,1/8/21,0.5,,,,,,,
E12000008,South East,region,1/7/21,0.4,,,,,,,
E12000008,South East,region,1/6/21,0.3,,,,,,,
E12000008,South East,region,1/5/21,0.1,,,,,,,
E12000009,South West,region,10/10/21,76.7,,,,,,,
E12000009,South West,region,10/9/21,76.6,,,,,,,
E12000009,South West,region,10/8/21,76.6,,,,,,,
E12000009,South West,region,10/7/21,76.6,,,,,,,
E12000009,South West,region,10/6/21,76.5,,,,,,,
E12000009,South West,region,10/5/21,76.4,,,,,,,
E12000009,South West,region,10/4/21,76.4,,,,,,,
E12000009,South West,region,10/3/21,76.4,,,,,,,
E12000009,South West,region,10/2/21,76.3,,,,,,,
E12000009,South West,region,10/1/21,76.3,,,,,,,
E12000009,South West,region,9/30/21,76.2,,,,,,,
E12000009,South West,region,9/29/21,76.2,,,,,,,
E12000009,South West,region,9/28/21,76.1,,,,,,,
E12000009,South West,region,9/27/21,76,,,,,,,
E12000009,South West,region,9/26/21,76,,,,,,,
E12000009,South West,region,9/25/21,75.9,,,,,,,
E12000009,South West,region,9/24/21,75.9,,,,,,,
E12000009,South West,region,9/23/21,75.8,,,,,,,
E12000009,South West,region,9/22/21,75.7,,,,,,,
E12000009,South West,region,9/21/21,75.6,,,,,,,
E12000009,South West,region,9/20/21,75.6,,,,,,,
E12000009,South West,region,9/19/21,75.5,,,,,,,
E12000009,South West,region,9/18/21,75.4,,,,,,,
E12000009,South West,region,9/17/21,75.3,,,,,,,
E12000009,South West,region,9/16/21,75.2,,,,,,,
E12000009,South West,region,9/15/21,75.1,,,,,,,
E12000009,South West,region,9/14/21,75,,,,,,,
E12000009,South West,region,9/13/21,74.8,,,,,,,
E12000009,South West,region,9/12/21,74.7,,,,,,,
E12000009,South West,region,9/11/21,74.6,,,,,,,
E12000009,South West,region,9/10/21,74.4,,,,,,,
E12000009,South West,region,9/9/21,74.3,,,,,,,
E12000009,South West,region,9/8/21,74.1,,,,,,,
E12000009,South West,region,9/7/21,73.9,,,,,,,
E12000009,South West,region,9/6/21,73.7,,,,,,,
E12000009,South West,region,9/5/21,73.6,,,,,,,
E12000009,South West,region,9/4/21,73.4,,,,,,,
E12000009,South West,region,9/3/21,73.2,,,,,,,
E12000009,South West,region,9/2/21,73,,,,,,,
E12000009,South West,region,9/1/21,72.7,,,,,,,
E12000009,South West,region,8/31/21,72.5,,,,,,,
E12000009,South West,region,8/30/21,72.3,,,,,,,
E12000009,South West,region,8/29/21,72.2,,,,,,,
E12000009,South West,region,8/28/21,72.1,,,,,,,
E12000009,South West,region,8/27/21,71.8,,,,,,,
E12000009,South West,region,8/26/21,71.6,,,,,,,
E12000009,South West,region,8/25/21,71.3,,,,,,,
E12000009,South West,region,8/24/21,71,,,,,,,
E12000009,South West,region,8/23/21,70.7,,,,,,,
E12000009,South West,region,8/22/21,70.5,,,,,,,
E12000009,South West,region,8/21/21,70.3,,,,,,,
E12000009,South West,region,8/20/21,69.9,,,,,,,
E12000009,South West,region,8/19/21,69.6,,,,,,,
E12000009,South West,region,8/18/21,69.3,,,,,,,
E12000009,South West,region,8/17/21,68.9,,,,,,,
E12000009,South West,region,8/16/21,68.7,,,,,,,
E12000009,South West,region,8/15/21,68.4,,,,,,,
E12000009,South West,region,8/14/21,68.2,,,,,,,
E12000009,South West,region,8/13/21,67.9,,,,,,,
E12000009,South West,region,8/12/21,67.6,,,,,,,
E12000009,South West,region,8/11/21,67.2,,,,,,,
E12000009,South West,region,8/10/21,66.9,,,,,,,
E12000009,South West,region,8/9/21,66.6,,,,,,,
E12000009,South West,region,8/8/21,66.4,,,,,,,
E12000009,South West,region,8/7/21,66.3,,,,,,,
E12000009,South West,region,8/6/21,65.8,,,,,,,
E12000009,South West,region,8/5/21,65.5,,,,,,,
E12000009,South West,region,8/4/21,65.3,,,,,,,
E12000009,South West,region,8/3/21,65,,,,,,,
E12000009,South West,region,8/2/21,64.8,,,,,,,
E12000009,South West,region,8/1/21,64.6,,,,,,,
E12000009,South West,region,7/31/21,64.5,,,,,,,
E12000009,South West,region,7/30/21,64.1,,,,,,,
E12000009,South West,region,7/29/21,63.9,,,,,,,
E12000009,South West,region,7/28/21,63.6,,,,,,,
E12000009,South West,region,7/27/21,63.3,,,,,,,
E12000009,South West,region,7/26/21,63.2,,,,,,,
E12000009,South West,region,7/25/21,62.9,,,,,,,
E12000009,South West,region,7/24/21,62.8,,,,,,,
E12000009,South West,region,7/23/21,62.5,,,,,,,
E12000009,South West,region,7/22/21,62.2,,,,,,,
E12000009,South West,region,7/21/21,62,,,,,,,
E12000009,South West,region,7/20/21,61.7,,,,,,,
E12000009,South West,region,7/19/21,61.4,,,,,,,
E12000009,South West,region,7/18/21,61.2,,,,,,,
E12000009,South West,region,7/17/21,61.1,,,,,,,
E12000009,South West,region,7/16/21,60.7,,,,,,,
E12000009,South West,region,7/15/21,60.4,,,,,,,
E12000009,South West,region,7/14/21,60.1,,,,,,,
E12000009,South West,region,7/13/21,59.8,,,,,,,
E12000009,South West,region,7/12/21,59.6,,,,,,,
E12000009,South West,region,7/11/21,59.5,,,,,,,
E12000009,South West,region,7/10/21,59.3,,,,,,,
E12000009,South West,region,7/9/21,59,,,,,,,
E12000009,South West,region,7/8/21,58.8,,,,,,,
E12000009,South West,region,7/7/21,58.6,,,,,,,
E12000009,South West,region,7/6/21,58.4,,,,,,,
E12000009,South West,region,7/5/21,58.2,,,,,,,
E12000009,South West,region,7/4/21,58,,,,,,,
E12000009,South West,region,7/3/21,57.9,,,,,,,
E12000009,South West,region,7/2/21,57.6,,,,,,,
E12000009,South West,region,7/1/21,57.3,,,,,,,
E12000009,South West,region,6/30/21,57.1,,,,,,,
E12000009,South West,region,6/29/21,56.8,,,,,,,
E12000009,South West,region,6/28/21,56.6,,,,,,,
E12000009,South West,region,6/27/21,56.4,,,,,,,
E12000009,South West,region,6/26/21,56.3,,,,,,,
E12000009,South West,region,6/25/21,56.1,,,,,,,
E12000009,South West,region,6/24/21,55.9,,,,,,,
E12000009,South West,region,6/23/21,55.7,,,,,,,
E12000009,South West,region,6/22/21,55.6,,,,,,,
E12000009,South West,region,6/21/21,55.4,,,,,,,
E12000009,South West,region,6/20/21,55.3,,,,,,,
E12000009,South West,region,6/19/21,55.3,,,,,,,
E12000009,South West,region,6/18/21,54.9,,,,,,,
E12000009,South West,region,6/17/21,54.7,,,,,,,
E12000009,South West,region,6/16/21,54.5,,,,,,,
E12000009,South West,region,6/15/21,54.2,,,,,,,
E12000009,South West,region,6/14/21,54,,,,,,,
E12000009,South West,region,6/13/21,53.7,,,,,,,
E12000009,South West,region,6/12/21,53.5,,,,,,,
E12000009,South West,region,6/11/21,53,,,,,,,
E12000009,South West,region,6/10/21,52.5,,,,,,,
E12000009,South West,region,6/9/21,52.2,,,,,,,
E12000009,South West,region,6/8/21,51.6,,,,,,,
E12000009,South West,region,6/7/21,51.2,,,,,,,
E12000009,South West,region,6/6/21,50.7,,,,,,,
E12000009,South West,region,6/5/21,50.4,,,,,,,
E12000009,South West,region,6/4/21,49.5,,,,,,,
E12000009,South West,region,6/3/21,48.7,,,,,,,
E12000009,South West,region,6/2/21,48.1,,,,,,,
E12000009,South West,region,6/1/21,47.5,,,,,,,
E12000009,South West,region,5/31/21,47,,,,,,,
E12000009,South West,region,5/30/21,46.8,,,,,,,
E12000009,South West,region,5/29/21,46.5,,,,,,,
E12000009,South West,region,5/28/21,45.7,,,,,,,
E12000009,South West,region,5/27/21,44.8,,,,,,,
E12000009,South West,region,5/26/21,44,,,,,,,
E12000009,South West,region,5/25/21,43,,,,,,,
E12000009,South West,region,5/24/21,42.4,,,,,,,
E12000009,South West,region,5/23/21,42,,,,,,,
E12000009,South West,region,5/22/21,41.6,,,,,,,
E12000009,South West,region,5/21/21,40.3,,,,,,,
E12000009,South West,region,5/20/21,39.5,,,,,,,
E12000009,South West,region,5/19/21,38.8,,,,,,,
E12000009,South West,region,5/18/21,38,,,,,,,
E12000009,South West,region,5/17/21,37.5,,,,,,,
E12000009,South West,region,5/16/21,37.1,,,,,,,
E12000009,South West,region,5/15/21,36.8,,,,,,,
E12000009,South West,region,5/14/21,35.9,,,,,,,
E12000009,South West,region,5/13/21,35,,,,,,,
E12000009,South West,region,5/12/21,34.2,,,,,,,
E12000009,South West,region,5/11/21,33.3,,,,,,,
E12000009,South West,region,5/10/21,32.6,,,,,,,
E12000009,South West,region,5/9/21,32.2,,,,,,,
E12000009,South West,region,5/8/21,32,,,,,,,
E12000009,South West,region,5/7/21,31.2,,,,,,,
E12000009,South West,region,5/6/21,30.4,,,,,,,
E12000009,South West,region,5/5/21,29.5,,,,,,,
E12000009,South West,region,5/4/21,28.7,,,,,,,
E12000009,South West,region,5/3/21,28.2,,,,,,,
E12000009,South West,region,5/2/21,28.1,,,,,,,
E12000009,South West,region,5/1/21,27.8,,,,,,,
E12000009,South West,region,4/30/21,26.9,,,,,,,
E12000009,South West,region,4/29/21,26.1,,,,,,,
E12000009,South West,region,4/28/21,25.3,,,,,,,
E12000009,South West,region,4/27/21,24.4,,,,,,,
E12000009,South West,region,4/26/21,23.7,,,,,,,
E12000009,South West,region,4/25/21,23.2,,,,,,,
E12000009,South West,region,4/24/21,22.8,,,,,,,
E12000009,South West,region,4/23/21,21.5,,,,,,,
E12000009,South West,region,4/22/21,20.5,,,,,,,
E12000009,South West,region,4/21/21,19.7,,,,,,,
E12000009,South West,region,4/20/21,19,,,,,,,
E12000009,South West,region,4/19/21,18.5,,,,,,,
E12000009,South West,region,4/18/21,18,,,,,,,
E12000009,South West,region,4/17/21,17.6,,,,,,,
E12000009,South West,region,4/16/21,16.1,,,,,,,
E12000009,South West,region,4/15/21,15.2,,,,,,,
E12000009,South West,region,4/14/21,14.4,,,,,,,
E12000009,South West,region,4/13/21,13.8,,,,,,,
E12000009,South West,region,4/12/21,13.4,,,,,,,
E12000009,South West,region,4/11/21,13,,,,,,,
E12000009,South West,region,4/10/21,12.7,,,,,,,
E12000009,South West,region,4/9/21,11.8,,,,,,,
E12000009,South West,region,4/8/21,11,,,,,,,
E12000009,South West,region,4/7/21,10.3,,,,,,,
E12000009,South West,region,4/6/21,9.5,,,,,,,
E12000009,South West,region,4/5/21,9.3,,,,,,,
E12000009,South West,region,4/4/21,9.2,,,,,,,
E12000009,South West,region,4/3/21,9.1,,,,,,,
E12000009,South West,region,4/2/21,8.8,,,,,,,
E12000009,South West,region,4/1/21,8.3,,,,,,,
E12000009,South West,region,3/31/21,7.4,,,,,,,
E12000009,South West,region,3/30/21,6.7,,,,,,,
E12000009,South West,region,3/29/21,6.2,,,,,,,
E12000009,South West,region,3/28/21,6,,,,,,,
E12000009,South West,region,3/27/21,5.8,,,,,,,
E12000009,South West,region,3/26/21,5.3,,,,,,,
E12000009,South West,region,3/25/21,4.8,,,,,,,
E12000009,South West,region,3/24/21,4.4,,,,,,,
E12000009,South West,region,3/23/21,4,,,,,,,
E12000009,South West,region,3/22/21,3.7,,,,,,,
E12000009,South West,region,3/21/21,3.6,,,,,,,
E12000009,South West,region,3/20/21,3.5,,,,,,,
E12000009,South West,region,3/19/21,3.4,,,,,,,
E12000009,South West,region,3/18/21,3.1,,,,,,,
E12000009,South West,region,3/17/21,2.9,,,,,,,
E12000009,South West,region,3/16/21,2.7,,,,,,,
E12000009,South West,region,3/15/21,2.5,,,,,,,
E12000009,South West,region,3/14/21,2.5,,,,,,,
E12000009,South West,region,3/13/21,2.4,,,,,,,
E12000009,South West,region,3/12/21,2.3,,,,,,,
E12000009,South West,region,3/11/21,2.2,,,,,,,
E12000009,South West,region,3/10/21,2.1,,,,,,,
E12000009,South West,region,3/9/21,2,,,,,,,
E12000009,South West,region,3/8/21,1.9,,,,,,,
E12000009,South West,region,3/7/21,1.8,,,,,,,
E12000009,South West,region,3/6/21,1.8,,,,,,,
E12000009,South West,region,3/5/21,1.8,,,,,,,
E12000009,South West,region,3/4/21,1.7,,,,,,,
E12000009,South West,region,3/3/21,1.5,,,,,,,
E12000009,South West,region,3/2/21,1.4,,,,,,,
E12000009,South West,region,3/1/21,1.4,,,,,,,
E12000009,South West,region,2/28/21,1.4,,,,,,,
E12000009,South West,region,2/27/21,1.3,,,,,,,
E12000009,South West,region,2/26/21,1.3,,,,,,,
E12000009,South West,region,2/25/21,1.2,,,,,,,
E12000009,South West,region,2/24/21,1.2,,,,,,,
E12000009,South West,region,2/23/21,1.2,,,,,,,
E12000009,South West,region,2/22/21,1.1,,,,,,,
E12000009,South West,region,2/21/21,1.1,,,,,,,
E12000009,South West,region,2/20/21,1.1,,,,,,,
E12000009,South West,region,2/19/21,1.1,,,,,,,
E12000009,South West,region,2/18/21,1.1,,,,,,,
E12000009,South West,region,2/17/21,1.1,,,,,,,
E12000009,South West,region,2/16/21,1.1,,,,,,,
E12000009,South West,region,2/15/21,1.1,,,,,,,
E12000009,South West,region,2/14/21,1.1,,,,,,,
E12000009,South West,region,2/13/21,1.1,,,,,,,
E12000009,South West,region,2/12/21,1.1,,,,,,,
E12000009,South West,region,2/11/21,1.1,,,,,,,
E12000009,South West,region,2/10/21,1,,,,,,,
E12000009,South West,region,2/9/21,1,,,,,,,
E12000009,South West,region,2/8/21,1,,,,,,,
E12000009,South West,region,2/7/21,1,,,,,,,
E12000009,South West,region,2/6/21,1,,,,,,,
E12000009,South West,region,2/5/21,1,,,,,,,
E12000009,South West,region,2/4/21,1,,,,,,,
E12000009,South West,region,2/3/21,1,,,,,,,
E12000009,South West,region,2/2/21,1,,,,,,,
E12000009,South West,region,2/1/21,1,,,,,,,
E12000009,South West,region,1/31/21,1,,,,,,,
E12000009,South West,region,1/30/21,1,,,,,,,
E12000009,South West,region,1/29/21,1,,,,,,,
E12000009,South West,region,1/28/21,1,,,,,,,
E12000009,South West,region,1/27/21,1,,,,,,,
E12000009,South West,region,1/26/21,1,,,,,,,
E12000009,South West,region,1/25/21,1,,,,,,,
E12000009,South West,region,1/24/21,1,,,,,,,
E12000009,South West,region,1/23/21,1,,,,,,,
E12000009,South West,region,1/22/21,1,,,,,,,
E12000009,South West,region,1/21/21,1,,,,,,,
E12000009,South West,region,1/20/21,1,,,,,,,
E12000009,South West,region,1/19/21,1,,,,,,,
E12000009,South West,region,1/18/21,1,,,,,,,
E12000009,South West,region,1/17/21,1,,,,,,,
E12000009,South West,region,1/16/21,1,,,,,,,
E12000009,South West,region,1/15/21,1,,,,,,,
E12000009,South West,region,1/14/21,1,,,,,,,
E12000009,South West,region,1/13/21,1,,,,,,,
E12000009,South West,region,1/12/21,1,,,,,,,
E12000009,South West,region,1/11/21,1,,,,,,,
E12000009,South West,region,1/10/21,1,,,,,,,
E12000009,South West,region,1/9/21,0.8,,,,,,,
E12000009,South West,region,1/8/21,0.7,,,,,,,
E12000009,South West,region,1/7/21,0.6,,,,,,,
E12000009,South West,region,1/6/21,0.4,,,,,,,
E12000009,South West,region,1/5/21,0.2,,,,,,,
E12000009,South West,region,1/4/21,0.1,,,,,,,
