areaCode,areaName,areaType,date,cumCasesBySpecimenDateRate
E12000001,North East,region,04/10/2021,14222.2
E12000001,North East,region,03/10/2021,14191.8
E12000001,North East,region,02/10/2021,14150.9
E12000001,North East,region,01/10/2021,14116.9
E12000001,North East,region,30/09/2021,14076.5
E12000001,North East,region,29/09/2021,14033.1
E12000001,North East,region,28/09/2021,13986.3
E12000001,North East,region,27/09/2021,13937.3
E12000001,North East,region,26/09/2021,13881.2
E12000001,North East,region,25/09/2021,13835.9
E12000001,North East,region,24/09/2021,13793
E12000001,North East,region,23/09/2021,13746.3
E12000001,North East,region,22/09/2021,13691.5
E12000001,North East,region,21/09/2021,13638.5
E12000001,North East,region,20/09/2021,13576.5
E12000001,North East,region,19/09/2021,13514.6
E12000001,North East,region,18/09/2021,13466.7
E12000001,North East,region,17/09/2021,13427.7
E12000001,North East,region,16/09/2021,13383.2
E12000001,North East,region,15/09/2021,13335.2
E12000001,North East,region,14/09/2021,13285.8
E12000001,North East,region,13/09/2021,13241.5
E12000001,North East,region,12/09/2021,13188.8
E12000001,North East,region,11/09/2021,13150
E12000001,North East,region,10/09/2021,13110.9
E12000001,North East,region,09/09/2021,13063
E12000001,North East,region,08/09/2021,13006.9
E12000001,North East,region,07/09/2021,12947.5
E12000001,North East,region,06/09/2021,12883.7
E12000001,North East,region,05/09/2021,12814
E12000001,North East,region,04/09/2021,12764.5
E12000001,North East,region,03/09/2021,12715.9
E12000001,North East,region,02/09/2021,12659.7
E12000001,North East,region,01/09/2021,12601.1
E12000001,North East,region,31/08/2021,12540.2
E12000001,North East,region,30/08/2021,12477.3
E12000001,North East,region,29/08/2021,12428
E12000001,North East,region,28/08/2021,12391.9
E12000001,North East,region,27/08/2021,12354.9
E12000001,North East,region,26/08/2021,12311.3
E12000001,North East,region,25/08/2021,12262.6
E12000001,North East,region,24/08/2021,12211.6
E12000001,North East,region,23/08/2021,12159.6
E12000001,North East,region,22/08/2021,12107
E12000001,North East,region,21/08/2021,12066.8
E12000001,North East,region,20/08/2021,12029.1
E12000001,North East,region,19/08/2021,11987.2
E12000001,North East,region,18/08/2021,11941.4
E12000001,North East,region,17/08/2021,11894.6
E12000001,North East,region,16/08/2021,11848.7
E12000001,North East,region,15/08/2021,11800.1
E12000001,North East,region,14/08/2021,11767.1
E12000001,North East,region,13/08/2021,11732.7
E12000001,North East,region,12/08/2021,11693.2
E12000001,North East,region,11/08/2021,11652.5
E12000001,North East,region,10/08/2021,11608.8
E12000001,North East,region,09/08/2021,11566.4
E12000001,North East,region,08/08/2021,11520.8
E12000001,North East,region,07/08/2021,11488.3
E12000001,North East,region,06/08/2021,11454.9
E12000001,North East,region,05/08/2021,11415.6
E12000001,North East,region,04/08/2021,11369
E12000001,North East,region,03/08/2021,11319.6
E12000001,North East,region,02/08/2021,11274.3
E12000001,North East,region,01/08/2021,11230
E12000001,North East,region,31/07/2021,11197.6
E12000001,North East,region,30/07/2021,11164.8
E12000001,North East,region,29/07/2021,11122
E12000001,North East,region,28/07/2021,11075.5
E12000001,North East,region,27/07/2021,11022.7
E12000001,North East,region,26/07/2021,10966.9
E12000001,North East,region,25/07/2021,10903.8
E12000001,North East,region,24/07/2021,10857.7
E12000001,North East,region,23/07/2021,10807.4
E12000001,North East,region,22/07/2021,10747.4
E12000001,North East,region,21/07/2021,10677.9
E12000001,North East,region,20/07/2021,10599.3
E12000001,North East,region,19/07/2021,10503.9
E12000001,North East,region,18/07/2021,10377
E12000001,North East,region,17/07/2021,10286.9
E12000001,North East,region,16/07/2021,10189
E12000001,North East,region,15/07/2021,10044.5
E12000001,North East,region,14/07/2021,9875.2
E12000001,North East,region,13/07/2021,9716.8
E12000001,North East,region,12/07/2021,9564.2
E12000001,North East,region,11/07/2021,9415.9
E12000001,North East,region,10/07/2021,9308.8
E12000001,North East,region,09/07/2021,9203.3
E12000001,North East,region,08/07/2021,9087.8
E12000001,North East,region,07/07/2021,8968
E12000001,North East,region,06/07/2021,8830.6
E12000001,North East,region,05/07/2021,8699.7
E12000001,North East,region,04/07/2021,8572.9
E12000001,North East,region,03/07/2021,8482.9
E12000001,North East,region,02/07/2021,8399
E12000001,North East,region,01/07/2021,8313.9
E12000001,North East,region,30/06/2021,8218.8
E12000001,North East,region,29/06/2021,8125.7
E12000001,North East,region,28/06/2021,8037.2
E12000001,North East,region,27/06/2021,7952.5
E12000001,North East,region,26/06/2021,7893.1
E12000001,North East,region,25/06/2021,7843.5
E12000001,North East,region,24/06/2021,7787.7
E12000001,North East,region,23/06/2021,7736.9
E12000001,North East,region,22/06/2021,7687.6
E12000001,North East,region,21/06/2021,7643.8
E12000001,North East,region,20/06/2021,7603.9
E12000001,North East,region,19/06/2021,7578.5
E12000001,North East,region,18/06/2021,7555.6
E12000001,North East,region,17/06/2021,7529.3
E12000001,North East,region,16/06/2021,7501.8
E12000001,North East,region,15/06/2021,7477.8
E12000001,North East,region,14/06/2021,7454
E12000001,North East,region,13/06/2021,7429.4
E12000001,North East,region,12/06/2021,7414.5
E12000001,North East,region,11/06/2021,7401.3
E12000001,North East,region,10/06/2021,7386.4
E12000001,North East,region,09/06/2021,7371.7
E12000001,North East,region,08/06/2021,7358.1
E12000001,North East,region,07/06/2021,7346.6
E12000001,North East,region,06/06/2021,7335.7
E12000001,North East,region,05/06/2021,7327.7
E12000001,North East,region,04/06/2021,7322
E12000001,North East,region,03/06/2021,7314.9
E12000001,North East,region,02/06/2021,7306.8
E12000001,North East,region,01/06/2021,7301.1
E12000001,North East,region,31/05/2021,7296.3
E12000001,North East,region,30/05/2021,7293
E12000001,North East,region,29/05/2021,7289.8
E12000001,North East,region,28/05/2021,7286.1
E12000001,North East,region,27/05/2021,7282.3
E12000001,North East,region,26/05/2021,7278.9
E12000001,North East,region,25/05/2021,7275.4
E12000001,North East,region,24/05/2021,7272
E12000001,North East,region,23/05/2021,7269.1
E12000001,North East,region,22/05/2021,7266.1
E12000001,North East,region,21/05/2021,7264.2
E12000001,North East,region,20/05/2021,7261.8
E12000001,North East,region,19/05/2021,7259.4
E12000001,North East,region,18/05/2021,7256.4
E12000001,North East,region,17/05/2021,7253
E12000001,North East,region,16/05/2021,7249.4
E12000001,North East,region,15/05/2021,7246.6
E12000001,North East,region,14/05/2021,7244.8
E12000001,North East,region,13/05/2021,7242.5
E12000001,North East,region,12/05/2021,7239.7
E12000001,North East,region,11/05/2021,7236.9
E12000001,North East,region,10/05/2021,7233.4
E12000001,North East,region,09/05/2021,7230.9
E12000001,North East,region,08/05/2021,7227.3
E12000001,North East,region,07/05/2021,7225.1
E12000001,North East,region,06/05/2021,7222.3
E12000001,North East,region,05/05/2021,7219.3
E12000001,North East,region,04/05/2021,7216.1
E12000001,North East,region,03/05/2021,7211.8
E12000001,North East,region,02/05/2021,7209.3
E12000001,North East,region,01/05/2021,7207.3
E12000001,North East,region,30/04/2021,7205.4
E12000001,North East,region,29/04/2021,7202.9
E12000001,North East,region,28/04/2021,7200.4
E12000001,North East,region,27/04/2021,7197.4
E12000001,North East,region,26/04/2021,7193.7
E12000001,North East,region,25/04/2021,7189.8
E12000001,North East,region,24/04/2021,7186.5
E12000001,North East,region,23/04/2021,7184.4
E12000001,North East,region,22/04/2021,7181.6
E12000001,North East,region,21/04/2021,7179.4
E12000001,North East,region,20/04/2021,7175.6
E12000001,North East,region,19/04/2021,7172.7
E12000001,North East,region,18/04/2021,7169.2
E12000001,North East,region,17/04/2021,7165.8
E12000001,North East,region,16/04/2021,7163.3
E12000001,North East,region,15/04/2021,7160.1
E12000001,North East,region,14/04/2021,7157.3
E12000001,North East,region,13/04/2021,7153.9
E12000001,North East,region,12/04/2021,7151.8
E12000001,North East,region,11/04/2021,7148.6
E12000001,North East,region,10/04/2021,7144.3
E12000001,North East,region,09/04/2021,7141.4
E12000001,North East,region,08/04/2021,7138
E12000001,North East,region,07/04/2021,7134.3
E12000001,North East,region,06/04/2021,7130
E12000001,North East,region,05/04/2021,7125.1
E12000001,North East,region,04/04/2021,7120.4
E12000001,North East,region,03/04/2021,7116.5
E12000001,North East,region,02/04/2021,7112.8
E12000001,North East,region,01/04/2021,7109.2
E12000001,North East,region,31/03/2021,7103.8
E12000001,North East,region,30/03/2021,7095.7
E12000001,North East,region,29/03/2021,7089.1
E12000001,North East,region,28/03/2021,7080.9
E12000001,North East,region,27/03/2021,7071.1
E12000001,North East,region,26/03/2021,7063.5
E12000001,North East,region,25/03/2021,7055.9
E12000001,North East,region,24/03/2021,7047.7
E12000001,North East,region,23/03/2021,7042
E12000001,North East,region,22/03/2021,7036.4
E12000001,North East,region,21/03/2021,7025.1
E12000001,North East,region,20/03/2021,7014.4
E12000001,North East,region,19/03/2021,7006.5
E12000001,North East,region,18/03/2021,6997.6
E12000001,North East,region,17/03/2021,6987.9
E12000001,North East,region,16/03/2021,6976.7
E12000001,North East,region,15/03/2021,6965.4
E12000001,North East,region,14/03/2021,6953.8
E12000001,North East,region,13/03/2021,6946.3
E12000001,North East,region,12/03/2021,6936.7
E12000001,North East,region,11/03/2021,6925.9
E12000001,North East,region,10/03/2021,6914.7
E12000001,North East,region,09/03/2021,6903
E12000001,North East,region,08/03/2021,6889.9
E12000001,North East,region,07/03/2021,6877.4
E12000001,North East,region,06/03/2021,6869.4
E12000001,North East,region,05/03/2021,6860.4
E12000001,North East,region,04/03/2021,6850.3
E12000001,North East,region,03/03/2021,6839.3
E12000001,North East,region,02/03/2021,6826.5
E12000001,North East,region,01/03/2021,6814.6
E12000001,North East,region,28/02/2021,6800.5
E12000001,North East,region,27/02/2021,6791.1
E12000001,North East,region,26/02/2021,6780.6
E12000001,North East,region,25/02/2021,6767
E12000001,North East,region,24/02/2021,6750.1
E12000001,North East,region,23/02/2021,6733.9
E12000001,North East,region,22/02/2021,6719.4
E12000001,North East,region,21/02/2021,6699
E12000001,North East,region,20/02/2021,6683.9
E12000001,North East,region,19/02/2021,6670.9
E12000001,North East,region,18/02/2021,6653.8
E12000001,North East,region,17/02/2021,6632.3
E12000001,North East,region,16/02/2021,6610.5
E12000001,North East,region,15/02/2021,6584
E12000001,North East,region,14/02/2021,6557.2
E12000001,North East,region,13/02/2021,6539.4
E12000001,North East,region,12/02/2021,6521.2
E12000001,North East,region,11/02/2021,6500.5
E12000001,North East,region,10/02/2021,6475.7
E12000001,North East,region,09/02/2021,6449.9
E12000001,North East,region,08/02/2021,6424.7
E12000001,North East,region,07/02/2021,6396.4
E12000001,North East,region,06/02/2021,6374.5
E12000001,North East,region,05/02/2021,6353.1
E12000001,North East,region,04/02/2021,6327.8
E12000001,North East,region,03/02/2021,6297
E12000001,North East,region,02/02/2021,6264.9
E12000001,North East,region,01/02/2021,6233.2
E12000001,North East,region,31/01/2021,6195.8
E12000001,North East,region,30/01/2021,6168.4
E12000001,North East,region,29/01/2021,6140.2
E12000001,North East,region,28/01/2021,6107.6
E12000001,North East,region,27/01/2021,6072.4
E12000001,North East,region,26/01/2021,6036
E12000001,North East,region,25/01/2021,5996.1
E12000001,North East,region,24/01/2021,5952.2
E12000001,North East,region,23/01/2021,5925.3
E12000001,North East,region,22/01/2021,5898.1
E12000001,North East,region,21/01/2021,5862.1
E12000001,North East,region,20/01/2021,5820.6
E12000001,North East,region,19/01/2021,5772.2
E12000001,North East,region,18/01/2021,5725.3
E12000001,North East,region,17/01/2021,5667.4
E12000001,North East,region,16/01/2021,5632.1
E12000001,North East,region,15/01/2021,5594.5
E12000001,North East,region,14/01/2021,5549
E12000001,North East,region,13/01/2021,5503.3
E12000001,North East,region,12/01/2021,5451.4
E12000001,North East,region,11/01/2021,5398.1
E12000001,North East,region,10/01/2021,5335.2
E12000001,North East,region,09/01/2021,5295.7
E12000001,North East,region,08/01/2021,5258.3
E12000001,North East,region,07/01/2021,5215.5
E12000001,North East,region,06/01/2021,5160.5
E12000001,North East,region,05/01/2021,5104.4
E12000001,North East,region,04/01/2021,5039.8
E12000001,North East,region,03/01/2021,4954.4
E12000001,North East,region,02/01/2021,4892
E12000001,North East,region,01/01/2021,4826.2
E12000001,North East,region,31/12/2020,4790.8
E12000001,North East,region,30/12/2020,4732.5
E12000001,North East,region,29/12/2020,4647.5
E12000001,North East,region,28/12/2020,4556.8
E12000001,North East,region,27/12/2020,4503.2
E12000001,North East,region,26/12/2020,4455.4
E12000001,North East,region,25/12/2020,4419
E12000001,North East,region,24/12/2020,4407.3
E12000001,North East,region,23/12/2020,4378.3
E12000001,North East,region,22/12/2020,4338
E12000001,North East,region,21/12/2020,4295.3
E12000001,North East,region,20/12/2020,4257.6
E12000001,North East,region,19/12/2020,4229.5
E12000001,North East,region,18/12/2020,4207
E12000001,North East,region,17/12/2020,4177.7
E12000001,North East,region,16/12/2020,4153.5
E12000001,North East,region,15/12/2020,4123
E12000001,North East,region,14/12/2020,4089.6
E12000001,North East,region,13/12/2020,4055.9
E12000001,North East,region,12/12/2020,4034.6
E12000001,North East,region,11/12/2020,4015.6
E12000001,North East,region,10/12/2020,3991.5
E12000001,North East,region,09/12/2020,3967.4
E12000001,North East,region,08/12/2020,3943.5
E12000001,North East,region,07/12/2020,3916.7
E12000001,North East,region,06/12/2020,3888.4
E12000001,North East,region,05/12/2020,3869.4
E12000001,North East,region,04/12/2020,3853.8
E12000001,North East,region,03/12/2020,3833
E12000001,North East,region,02/12/2020,3810.8
E12000001,North East,region,01/12/2020,3786.9
E12000001,North East,region,30/11/2020,3762.7
E12000001,North East,region,29/11/2020,3734
E12000001,North East,region,28/11/2020,3717.1
E12000001,North East,region,27/11/2020,3698.6
E12000001,North East,region,26/11/2020,3674.7
E12000001,North East,region,25/11/2020,3648.4
E12000001,North East,region,24/11/2020,3618.4
E12000001,North East,region,23/11/2020,3586.6
E12000001,North East,region,22/11/2020,3550.4
E12000001,North East,region,21/11/2020,3527.1
E12000001,North East,region,20/11/2020,3501.8
E12000001,North East,region,19/11/2020,3466.7
E12000001,North East,region,18/11/2020,3428.6
E12000001,North East,region,17/11/2020,3378.7
E12000001,North East,region,16/11/2020,3324.1
E12000001,North East,region,15/11/2020,3265.5
E12000001,North East,region,14/11/2020,3226.2
E12000001,North East,region,13/11/2020,3187
E12000001,North East,region,12/11/2020,3130.3
E12000001,North East,region,11/11/2020,3073.2
E12000001,North East,region,10/11/2020,3003.9
E12000001,North East,region,09/11/2020,2937.6
E12000001,North East,region,08/11/2020,2860.8
E12000001,North East,region,07/11/2020,2812.6
E12000001,North East,region,06/11/2020,2762.4
E12000001,North East,region,05/11/2020,2707.9
E12000001,North East,region,04/11/2020,2652.6
E12000001,North East,region,03/11/2020,2599.9
E12000001,North East,region,02/11/2020,2543.3
E12000001,North East,region,01/11/2020,2481
E12000001,North East,region,31/10/2020,2443.9
E12000001,North East,region,30/10/2020,2410.9
E12000001,North East,region,29/10/2020,2365.9
E12000001,North East,region,28/10/2020,2324.2
E12000001,North East,region,27/10/2020,2280.6
E12000001,North East,region,26/10/2020,2236.9
E12000001,North East,region,25/10/2020,2187.7
E12000001,North East,region,24/10/2020,2156
E12000001,North East,region,23/10/2020,2123.9
E12000001,North East,region,22/10/2020,2085.3
E12000001,North East,region,21/10/2020,2039.5
E12000001,North East,region,20/10/2020,1983.4
E12000001,North East,region,19/10/2020,1929.9
E12000001,North East,region,18/10/2020,1877.4
E12000001,North East,region,17/10/2020,1846.6
E12000001,North East,region,16/10/2020,1816.5
E12000001,North East,region,15/10/2020,1776.4
E12000001,North East,region,14/10/2020,1732.9
E12000001,North East,region,13/10/2020,1681.3
E12000001,North East,region,12/10/2020,1633.3
E12000001,North East,region,11/10/2020,1581.7
E12000001,North East,region,10/10/2020,1547.2
E12000001,North East,region,09/10/2020,1515.8
E12000001,North East,region,08/10/2020,1472.1
E12000001,North East,region,07/10/2020,1421.1
E12000001,North East,region,06/10/2020,1366.4
E12000001,North East,region,05/10/2020,1312.6
E12000001,North East,region,04/10/2020,1261.6
E12000001,North East,region,03/10/2020,1217.1
E12000001,North East,region,02/10/2020,1173.8
E12000001,North East,region,01/10/2020,1128.4
E12000001,North East,region,30/09/2020,1084.5
E12000001,North East,region,29/09/2020,1048.7
E12000001,North East,region,28/09/2020,1009.8
E12000001,North East,region,27/09/2020,973.6
E12000001,North East,region,26/09/2020,949.1
E12000001,North East,region,25/09/2020,920
E12000001,North East,region,24/09/2020,897.4
E12000001,North East,region,23/09/2020,870.6
E12000001,North East,region,22/09/2020,846.8
E12000001,North East,region,21/09/2020,826.4
E12000001,North East,region,20/09/2020,803.5
E12000001,North East,region,19/09/2020,781.6
E12000001,North East,region,18/09/2020,765.5
E12000001,North East,region,17/09/2020,748.2
E12000001,North East,region,16/09/2020,734.4
E12000001,North East,region,15/09/2020,722.1
E12000001,North East,region,14/09/2020,712.2
E12000001,North East,region,13/09/2020,704.9
E12000001,North East,region,12/09/2020,699.7
E12000001,North East,region,11/09/2020,693.9
E12000001,North East,region,10/09/2020,686.4
E12000001,North East,region,09/09/2020,677.7
E12000001,North East,region,08/09/2020,669
E12000001,North East,region,07/09/2020,660.6
E12000001,North East,region,06/09/2020,653.1
E12000001,North East,region,05/09/2020,646.7
E12000001,North East,region,04/09/2020,638
E12000001,North East,region,03/09/2020,631.5
E12000001,North East,region,02/09/2020,623.9
E12000001,North East,region,01/09/2020,619.1
E12000001,North East,region,31/08/2020,614.8
E12000001,North East,region,30/08/2020,611.4
E12000001,North East,region,29/08/2020,609.1
E12000001,North East,region,28/08/2020,606.2
E12000001,North East,region,27/08/2020,603.7
E12000001,North East,region,26/08/2020,601.2
E12000001,North East,region,25/08/2020,598.6
E12000001,North East,region,24/08/2020,596.8
E12000001,North East,region,23/08/2020,595.3
E12000001,North East,region,22/08/2020,594.5
E12000001,North East,region,21/08/2020,593.2
E12000001,North East,region,20/08/2020,591.7
E12000001,North East,region,19/08/2020,590.1
E12000001,North East,region,18/08/2020,588.3
E12000001,North East,region,17/08/2020,587
E12000001,North East,region,16/08/2020,585.8
E12000001,North East,region,15/08/2020,585.4
E12000001,North East,region,14/08/2020,584.6
E12000001,North East,region,13/08/2020,583.5
E12000001,North East,region,12/08/2020,581.5
E12000001,North East,region,11/08/2020,580.1
E12000001,North East,region,10/08/2020,578.4
E12000001,North East,region,09/08/2020,577.6
E12000001,North East,region,08/08/2020,577
E12000001,North East,region,07/08/2020,576.6
E12000001,North East,region,06/08/2020,576
E12000001,North East,region,05/08/2020,575.1
E12000001,North East,region,04/08/2020,574
E12000001,North East,region,03/08/2020,573.3
E12000001,North East,region,02/08/2020,572.6
E12000001,North East,region,01/08/2020,572
E12000001,North East,region,31/07/2020,571.6
E12000001,North East,region,30/07/2020,571.2
E12000001,North East,region,29/07/2020,570.6
E12000001,North East,region,28/07/2020,569.8
E12000001,North East,region,27/07/2020,569.7
E12000001,North East,region,26/07/2020,569.3
E12000001,North East,region,25/07/2020,569.1
E12000001,North East,region,24/07/2020,568.9
E12000001,North East,region,23/07/2020,568.7
E12000001,North East,region,22/07/2020,568.4
E12000001,North East,region,21/07/2020,567.8
E12000001,North East,region,20/07/2020,567.3
E12000001,North East,region,19/07/2020,566.8
E12000001,North East,region,18/07/2020,566.6
E12000001,North East,region,17/07/2020,566.4
E12000001,North East,region,16/07/2020,566
E12000001,North East,region,15/07/2020,565.5
E12000001,North East,region,14/07/2020,564.9
E12000001,North East,region,13/07/2020,564.4
E12000001,North East,region,12/07/2020,564.1
E12000001,North East,region,11/07/2020,564
E12000001,North East,region,10/07/2020,563.8
E12000001,North East,region,09/07/2020,563.4
E12000001,North East,region,08/07/2020,562.7
E12000001,North East,region,07/07/2020,562.3
E12000001,North East,region,06/07/2020,561.8
E12000001,North East,region,05/07/2020,561.4
E12000001,North East,region,04/07/2020,561.3
E12000001,North East,region,03/07/2020,560.9
E12000001,North East,region,02/07/2020,560.6
E12000001,North East,region,01/07/2020,560.3
E12000001,North East,region,30/06/2020,560
E12000001,North East,region,29/06/2020,559.6
E12000001,North East,region,28/06/2020,559.2
E12000001,North East,region,27/06/2020,558.9
E12000001,North East,region,26/06/2020,558.4
E12000001,North East,region,25/06/2020,558.1
E12000001,North East,region,24/06/2020,557.6
E12000001,North East,region,23/06/2020,557.2
E12000001,North East,region,22/06/2020,556.3
E12000001,North East,region,21/06/2020,555.4
E12000001,North East,region,20/06/2020,555.2
E12000001,North East,region,19/06/2020,554.6
E12000001,North East,region,18/06/2020,554.1
E12000001,North East,region,17/06/2020,553.2
E12000001,North East,region,16/06/2020,552.5
E12000001,North East,region,15/06/2020,551.8
E12000001,North East,region,14/06/2020,550.7
E12000001,North East,region,13/06/2020,549.5
E12000001,North East,region,12/06/2020,548.4
E12000001,North East,region,11/06/2020,546.9
E12000001,North East,region,10/06/2020,546
E12000001,North East,region,09/06/2020,544.7
E12000001,North East,region,08/06/2020,543.2
E12000001,North East,region,07/06/2020,541.9
E12000001,North East,region,06/06/2020,541.3
E12000001,North East,region,05/06/2020,540.2
E12000001,North East,region,04/06/2020,538.7
E12000001,North East,region,03/06/2020,536.5
E12000001,North East,region,02/06/2020,534.5
E12000001,North East,region,01/06/2020,532.3
E12000001,North East,region,31/05/2020,529.7
E12000001,North East,region,30/05/2020,528
E12000001,North East,region,29/05/2020,526.3
E12000001,North East,region,28/05/2020,523.7
E12000001,North East,region,27/05/2020,521.8
E12000001,North East,region,26/05/2020,517.5
E12000001,North East,region,25/05/2020,513.8
E12000001,North East,region,24/05/2020,511.6
E12000001,North East,region,23/05/2020,508.7
E12000001,North East,region,22/05/2020,505.9
E12000001,North East,region,21/05/2020,502.4
E12000001,North East,region,20/05/2020,497.5
E12000001,North East,region,19/05/2020,492.7
E12000001,North East,region,18/05/2020,488.1
E12000001,North East,region,17/05/2020,482.7
E12000001,North East,region,16/05/2020,479
E12000001,North East,region,15/05/2020,474.3
E12000001,North East,region,14/05/2020,469.2
E12000001,North East,region,13/05/2020,464.1
E12000001,North East,region,12/05/2020,458.8
E12000001,North East,region,11/05/2020,450.7
E12000001,North East,region,10/05/2020,442.2
E12000001,North East,region,09/05/2020,436.7
E12000001,North East,region,08/05/2020,431.1
E12000001,North East,region,07/05/2020,425.2
E12000001,North East,region,06/05/2020,417.8
E12000001,North East,region,05/05/2020,408.8
E12000001,North East,region,04/05/2020,399.4
E12000001,North East,region,03/05/2020,390.7
E12000001,North East,region,02/05/2020,384.7
E12000001,North East,region,01/05/2020,377.9
E12000001,North East,region,30/04/2020,367.7
E12000001,North East,region,29/04/2020,353.4
E12000001,North East,region,28/04/2020,340.2
E12000001,North East,region,27/04/2020,326.8
E12000001,North East,region,26/04/2020,316.4
E12000001,North East,region,25/04/2020,310.4
E12000001,North East,region,24/04/2020,302.4
E12000001,North East,region,23/04/2020,290.1
E12000001,North East,region,22/04/2020,277.8
E12000001,North East,region,21/04/2020,264.4
E12000001,North East,region,20/04/2020,253.7
E12000001,North East,region,19/04/2020,241.9
E12000001,North East,region,18/04/2020,231.7
E12000001,North East,region,17/04/2020,217.6
E12000001,North East,region,16/04/2020,206.7
E12000001,North East,region,15/04/2020,195.8
E12000001,North East,region,14/04/2020,185.2
E12000001,North East,region,13/04/2020,175.7
E12000001,North East,region,12/04/2020,167
E12000001,North East,region,11/04/2020,159.5
E12000001,North East,region,10/04/2020,149.7
E12000001,North East,region,09/04/2020,140.6
E12000001,North East,region,08/04/2020,128.9
E12000001,North East,region,07/04/2020,118.1
E12000001,North East,region,06/04/2020,105.1
E12000001,North East,region,05/04/2020,91.1
E12000001,North East,region,04/04/2020,82.8
E12000001,North East,region,03/04/2020,73.3
E12000001,North East,region,02/04/2020,63.6
E12000001,North East,region,01/04/2020,55.5
E12000001,North East,region,31/03/2020,44
E12000001,North East,region,30/03/2020,36.2
E12000001,North East,region,29/03/2020,29.6
E12000001,North East,region,28/03/2020,25.6
E12000001,North East,region,27/03/2020,21.4
E12000001,North East,region,26/03/2020,17.6
E12000001,North East,region,25/03/2020,14
E12000001,North East,region,24/03/2020,11.1
E12000001,North East,region,23/03/2020,8.3
E12000001,North East,region,22/03/2020,6.1
E12000001,North East,region,21/03/2020,5.4
E12000001,North East,region,20/03/2020,4.5
E12000001,North East,region,19/03/2020,3.5
E12000001,North East,region,18/03/2020,2.8
E12000001,North East,region,17/03/2020,2.3
E12000001,North East,region,16/03/2020,1.7
E12000001,North East,region,15/03/2020,1.5
E12000001,North East,region,14/03/2020,1.1
E12000001,North East,region,13/03/2020,0.9
E12000001,North East,region,12/03/2020,0.6
E12000001,North East,region,11/03/2020,0.6
E12000001,North East,region,10/03/2020,0.5
E12000001,North East,region,09/03/2020,0.4
E12000001,North East,region,08/03/2020,0.3
E12000001,North East,region,07/03/2020,0.3
E12000001,North East,region,06/03/2020,0.2
E12000001,North East,region,05/03/2020,0.1
E12000001,North East,region,04/03/2020,0.1
E12000002,North West,region,04/10/2021,14551.6
E12000002,North West,region,03/10/2021,14531.6
E12000002,North West,region,02/10/2021,14483.8
E12000002,North West,region,01/10/2021,14443.1
E12000002,North West,region,30/09/2021,14396.5
E12000002,North West,region,29/09/2021,14345.9
E12000002,North West,region,28/09/2021,14291.4
E12000002,North West,region,27/09/2021,14237.9
E12000002,North West,region,26/09/2021,14172.9
E12000002,North West,region,25/09/2021,14126.1
E12000002,North West,region,24/09/2021,14086.2
E12000002,North West,region,23/09/2021,14039.5
E12000002,North West,region,22/09/2021,13987.9
E12000002,North West,region,21/09/2021,13934
E12000002,North West,region,20/09/2021,13876.5
E12000002,North West,region,19/09/2021,13812.3
E12000002,North West,region,18/09/2021,13764.7
E12000002,North West,region,17/09/2021,13724.2
E12000002,North West,region,16/09/2021,13680.8
E12000002,North West,region,15/09/2021,13633.1
E12000002,North West,region,14/09/2021,13585.5
E12000002,North West,region,13/09/2021,13537.6
E12000002,North West,region,12/09/2021,13484.2
E12000002,North West,region,11/09/2021,13447.1
E12000002,North West,region,10/09/2021,13412.9
E12000002,North West,region,09/09/2021,13370.3
E12000002,North West,region,08/09/2021,13320.5
E12000002,North West,region,07/09/2021,13266.7
E12000002,North West,region,06/09/2021,13211.2
E12000002,North West,region,05/09/2021,13146.1
E12000002,North West,region,04/09/2021,13101.3
E12000002,North West,region,03/09/2021,13058.2
E12000002,North West,region,02/09/2021,13005.1
E12000002,North West,region,01/09/2021,12945.2
E12000002,North West,region,31/08/2021,12885.1
E12000002,North West,region,30/08/2021,12824.2
E12000002,North West,region,29/08/2021,12778.6
E12000002,North West,region,28/08/2021,12743.9
E12000002,North West,region,27/08/2021,12709.1
E12000002,North West,region,26/08/2021,12667
E12000002,North West,region,25/08/2021,12617.7
E12000002,North West,region,24/08/2021,12567.3
E12000002,North West,region,23/08/2021,12518.2
E12000002,North West,region,22/08/2021,12466.3
E12000002,North West,region,21/08/2021,12427.6
E12000002,North West,region,20/08/2021,12390.5
E12000002,North West,region,19/08/2021,12348.2
E12000002,North West,region,18/08/2021,12300.8
E12000002,North West,region,17/08/2021,12252.5
E12000002,North West,region,16/08/2021,12206.4
E12000002,North West,region,15/08/2021,12155.9
E12000002,North West,region,14/08/2021,12119.1
E12000002,North West,region,13/08/2021,12083.7
E12000002,North West,region,12/08/2021,12043.1
E12000002,North West,region,11/08/2021,11997.2
E12000002,North West,region,10/08/2021,11947.1
E12000002,North West,region,09/08/2021,11898.3
E12000002,North West,region,08/08/2021,11849.1
E12000002,North West,region,07/08/2021,11814.6
E12000002,North West,region,06/08/2021,11782
E12000002,North West,region,05/08/2021,11741.3
E12000002,North West,region,04/08/2021,11693
E12000002,North West,region,03/08/2021,11645
E12000002,North West,region,02/08/2021,11599.5
E12000002,North West,region,01/08/2021,11551.8
E12000002,North West,region,31/07/2021,11519.3
E12000002,North West,region,30/07/2021,11489
E12000002,North West,region,29/07/2021,11451.9
E12000002,North West,region,28/07/2021,11407.3
